R_KD,B_KD,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,last_round,SLpM_x,SApM_x,TD_Avg_x,Sub_Avg_x,R_Height_cms,R_Weight_lbs,R_Reach_cms,SLpM_y,SApM_y,TD_Avg_y,Sub_Avg_y,B_Height_cms,B_Weight_lbs,B_Reach_cms,R_SIG_STR_landed,R_SIG_STR_attempted,B_SIG_STR_landed,B_SIG_STR_attempted,R_TOTAL_STR_landed,R_TOTAL_STR_attempted,B_TOTAL_STR_landed,B_TOTAL_STR_attempted,R_TD_landed,R_TD_attempted,B_TD_landed,B_TD_attempted,R_HEAD_landed,R_HEAD_attempted,B_HEAD_landed,B_HEAD_attempted,R_BODY_landed,R_BODY_attempted,B_BODY_landed,B_BODY_attempted,R_LEG_landed,R_LEG_attempted,B_LEG_landed,B_LEG_attempted,R_DISTANCE_landed,R_DISTANCE_attempted,B_DISTANCE_landed,B_DISTANCE_attempted,R_CLINCH_landed,R_CLINCH_attempted,B_CLINCH_landed,B_CLINCH_attempted,R_GROUND_landed,R_GROUND_attempted,B_GROUND_landed,B_GROUND_attempted,R_SIG_STR_pct_float,B_SIG_STR_pct_float,R_TD_pct_float,B_TD_pct_float,Str_Acc_x_float,Str_Def_x_float,TD_Acc_x_float,TD_Def_x_float,Str_Acc_y_float,Str_Def_y_float,TD_Acc_y_float,TD_Def_y_float,R_age,B_age,age_diff,height_diff,reach_diff,weight_diff,slpm_diff,str_acc_diff,sapm_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,Winner_target
0,0,1,0,1,1,3,1.52,1.93,3.89,1.0,162.56,135.0,160.02,1.3,3.47,1.5,0.5,167.64,135.0,180.34,15,23,8,16,23,34,58,76,6,9,1,6,12,20,7,14,2,2,0,1,1,1,1,1,4,10,6,12,4,4,2,4,7,9,0,0,0.65,0.5,0.66,0.16,0.52,0.48,0.5,0.46,0.34,0.45,0.25,0.38,25.95756331279945,24.89801505817933,1.0595482546201218,-5.079999999999984,-20.319999999999993,0.0,0.21999999999999997,0.18,-1.5400000000000003,0.02999999999999997,2.39,0.25,0.08000000000000002,0.5,1
0,0,0,0,0,0,3,5.71,4.78,0.48,0.0,175.26,135.0,175.26,5.1,7.63,1.5,0.0,167.64,135.0,175.26,129,248,95,200,179,301,106,213,0,2,2,5,92,198,74,172,27,39,14,19,10,11,7,9,104,220,78,182,25,28,17,18,0,0,0,0,0.52,0.47,0.0,0.4,0.45,0.54,0.33,0.7,0.36,0.52,0.25,1.0,26.050650239561943,26.299794661190965,-0.24914442162902262,7.6200000000000045,0.0,0.0,0.6100000000000003,0.09000000000000002,-2.8499999999999996,0.020000000000000018,-1.02,0.08000000000000002,-0.30000000000000004,0.0,1
1,0,0,0,0,0,1,3.73,3.9,2.5,0.2,180.34,145.0,187.96,3.0,3.64,0.0,0.0,172.72,145.0,182.88,19,55,11,22,20,58,11,22,0,0,0,0,16,50,2,11,2,4,3,5,1,1,6,6,15,50,11,22,0,0,0,0,4,5,0,0,0.34,0.5,0.0,0.0,0.36,0.52,0.49,0.64,0.42,0.63,0.0,0.53,29.048596851471594,28.752908966461327,0.2956878850102669,7.6200000000000045,5.0800000000000125,0.0,0.73,-0.06,0.2599999999999998,-0.10999999999999999,2.5,0.49,0.10999999999999999,0.2,1
0,0,0,0,0,0,3,4.78,3.19,1.33,0.8,182.88,185.0,187.96,1.9,2.44,2.69,0.5,185.42,185.0,198.12,78,148,39,88,106,176,41,90,2,4,0,5,69,137,17,54,7,9,7,13,2,2,15,21,50,107,33,81,20,30,6,7,8,11,0,0,0.52,0.44,0.5,0.0,0.45,0.66,0.45,0.78,0.42,0.53,0.53,0.84,25.809719370294317,34.403832991101986,-8.594113620807668,-2.539999999999992,-10.159999999999997,0.0,2.8800000000000003,0.030000000000000027,0.75,0.13,-1.3599999999999999,-0.08000000000000002,-0.05999999999999994,0.30000000000000004,1
1,0,0,0,0,0,1,4.32,4.02,1.43,0.1,167.64,145.0,177.8,2.43,1.8,3.98,0.4,172.72,145.0,177.8,27,52,10,65,33,60,10,65,0,0,0,0,22,43,8,62,3,6,1,2,2,3,1,1,12,32,10,65,0,0,0,0,15,20,0,0,0.51,0.15,0.0,0.0,0.39,0.63,0.47,0.5,0.41,0.57,0.52,0.92,34.35728952772074,28.40246406570842,5.9548254620123195,-5.0800000000000125,0.0,0.0,1.8900000000000001,-0.019999999999999962,2.2199999999999998,0.06000000000000005,-2.55,-0.050000000000000044,-0.42000000000000004,-0.30000000000000004,1
0,0,0,0,0,0,3,2.8,1.7,2.49,0.8,167.64,135.0,175.26,5.6,4.43,2.25,0.4,165.1,135.0,165.1,45,90,38,79,108,158,59,103,2,4,3,5,32,73,13,50,12,14,10,10,1,3,15,19,21,64,26,57,8,9,6,11,16,17,6,11,0.5,0.48,0.5,0.6,0.47,0.53,0.53,0.23,0.41,0.64,0.54,0.69,29.897330595482547,30.570841889117045,-0.6735112936344976,2.539999999999992,10.159999999999997,0.0,-2.8,0.06,-2.7299999999999995,-0.10999999999999999,0.2400000000000002,-0.010000000000000009,-0.45999999999999996,0.4,1
1,0,0,0,0,0,1,2.65,2.59,1.54,0.8,167.64,135.0,170.18,3.08,3.13,6.93,0.4,167.64,135.0,175.26,11,15,4,8,11,15,4,8,0,0,0,0,9,13,2,5,1,1,0,0,1,1,2,3,3,5,4,8,0,0,0,0,8,10,0,0,0.73,0.5,0.0,0.0,0.4,0.64,0.3,0.58,0.42,0.64,0.54,0.72,40.16427104722793,26.863791923340177,13.30047912388775,0.0,-5.079999999999984,0.0,-0.43000000000000016,-0.019999999999999962,-0.54,0.0,-5.39,-0.24000000000000005,-0.14,0.4,1
1,0,0,0,0,0,1,2.72,2.14,0.0,0.4,175.26,135.0,180.34,5.22,4.84,2.45,1.2,167.64,135.0,167.64,4,5,0,4,4,5,0,4,0,0,0,0,3,4,0,4,1,1,0,0,0,0,0,0,3,4,0,4,0,0,0,0,1,1,0,0,0.8,0.0,0.0,0.0,0.46,0.65,0.0,0.69,0.55,0.46,0.75,0.66,35.21697467488022,24.366872005475702,10.850102669404517,7.6200000000000045,12.700000000000017,0.0,-2.4999999999999996,-0.09000000000000002,-2.6999999999999997,0.19,-2.45,-0.75,0.029999999999999916,-0.7999999999999999,1
0,0,0,2,3,0,3,3.0,2.42,0.99,0.8,185.42,185.0,187.96,2.75,3.71,2.63,0.9,182.88,185.0,182.88,50,80,25,51,79,113,38,67,0,0,4,7,35,64,20,42,11,12,5,8,4,4,0,1,15,40,8,27,8,8,5,6,27,32,12,18,0.62,0.49,0.0,0.57,0.51,0.57,0.57,0.5,0.42,0.45,0.35,1.0,28.772073921971252,22.973305954825463,5.798767967145789,2.539999999999992,5.0800000000000125,0.0,0.25,0.09000000000000002,-1.29,0.11999999999999994,-1.64,0.21999999999999997,-0.5,-0.09999999999999998,1
0,1,0,0,0,0,3,2.36,2.99,0.25,1.0,167.64,135.0,182.88,4.27,3.81,0.48,0.0,172.72,135.0,177.8,27,150,32,113,27,150,32,113,0,0,0,0,12,126,22,97,9,17,7,11,6,7,3,5,24,144,31,112,3,6,0,0,0,0,1,1,0.18,0.28,0.0,0.0,0.33,0.54,0.2,0.56,0.46,0.58,0.37,0.63,26.409308692676248,25.229295003422312,1.1800136892539363,-5.0800000000000125,5.079999999999984,0.0,-1.9099999999999997,-0.13,-0.8199999999999998,-0.039999999999999925,-0.22999999999999998,-0.16999999999999998,-0.06999999999999995,1.0,0
0,1,0,0,0,0,3,4.49,4.8,0.0,0.3,177.8,135.0,185.42,4.22,4.16,0.0,0.0,170.18,145.0,177.8,54,132,64,147,54,132,67,150,0,0,0,0,6,55,46,122,9,25,9,13,39,52,9,12,54,130,56,134,0,2,2,5,0,0,6,8,0.4,0.43,0.0,0.0,0.44,0.58,0.0,0.78,0.39,0.53,0.0,0.55,25.267624914442163,28.6652977412731,-3.397672826830938,7.6200000000000045,7.619999999999976,-10.0,0.27000000000000046,0.04999999999999999,0.6399999999999997,0.04999999999999993,0.0,0.0,0.22999999999999998,0.3,1
0,0,0,0,0,0,3,2.06,3.38,2.4,1.2,160.02,115.0,160.02,3.53,3.23,2.5,0.0,152.4,115.0,157.48,23,66,72,187,30,73,88,204,2,3,3,4,8,43,48,151,10,17,15,23,5,6,9,13,15,56,51,151,7,9,17,31,1,1,4,5,0.34,0.38,0.66,0.75,0.45,0.62,0.44,0.4,0.41,0.57,0.45,0.66,28.33949349760438,25.93839835728953,2.401095140314851,7.6200000000000045,2.5400000000000205,0.0,-1.4699999999999998,0.040000000000000036,0.1499999999999999,0.050000000000000044,-0.10000000000000009,-0.010000000000000009,-0.26,1.2,0
0,2,0,1,0,1,3,3.5,3.08,2.7,1.2,177.8,145.0,180.34,2.32,0.96,0.31,0.9,177.8,145.0,177.8,29,126,36,83,31,128,40,93,0,0,0,1,8,83,15,47,11,20,13,27,10,23,8,9,16,84,34,78,1,3,0,1,12,39,2,4,0.23,0.43,0.0,0.0,0.38,0.52,0.33,0.58,0.43,0.75,0.16,0.0,35.15674195756331,34.38466803559206,0.7720739219712556,0.0,2.539999999999992,0.0,1.1800000000000002,-0.04999999999999999,2.12,-0.22999999999999998,2.39,0.17,0.58,0.29999999999999993,0
1,0,0,0,0,0,1,4.2,3.0,1.57,0.4,180.34,170.0,187.96,3.64,5.66,4.33,0.9,180.34,170.0,185.42,3,3,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1.0,0.0,0.0,0.0,0.47,0.65,0.59,0.77,0.49,0.36,0.55,0.0,34.64476386036961,34.965092402464066,-0.32032854209445816,0.0,2.5400000000000205,0.0,0.56,-0.020000000000000018,-2.66,0.29000000000000004,-2.76,0.039999999999999925,0.77,-0.5,1
0,0,1,0,0,0,2,3.65,3.95,0.78,1.1,172.72,135.0,177.8,1.32,2.63,0.71,0.0,177.8,135.0,180.34,10,27,22,46,26,54,28,53,1,1,1,2,5,12,13,34,1,8,4,5,4,7,5,7,7,23,7,17,0,0,2,3,3,4,13,26,0.37,0.47,1.0,0.5,0.49,0.52,0.37,0.7,0.34,0.52,0.5,0.37,26.590006844626966,25.347022587268995,1.2429842573579712,-5.0800000000000125,-2.539999999999992,0.0,2.33,0.14999999999999997,1.3200000000000003,0.0,0.07000000000000006,-0.13,0.32999999999999996,1.1,1
1,0,0,0,0,0,1,4.5,2.45,2.5,0.9,172.72,145.0,175.26,3.16,2.8,0.81,0.1,172.72,135.0,175.26,17,35,11,14,17,36,14,17,0,1,0,0,8,23,3,4,6,9,0,1,3,3,8,9,11,27,11,14,3,4,0,0,3,4,0,0,0.48,0.78,0.0,0.0,0.51,0.57,0.53,0.84,0.38,0.57,0.3,0.76,31.09924709103354,37.71663244353183,-6.617385352498289,0.0,0.0,10.0,1.3399999999999999,0.13,-0.34999999999999964,0.0,1.69,0.23000000000000004,0.07999999999999996,0.8,1
0,0,0,0,0,1,3,2.69,3.02,1.51,0.8,177.8,170.0,182.88,1.89,1.71,3.6,0.9,185.42,170.0,190.5,7,11,47,67,23,31,98,132,1,2,5,6,1,4,46,66,0,1,1,1,6,6,0,0,1,3,4,7,2,4,5,8,4,4,38,52,0.63,0.7,0.5,0.83,0.37,0.56,0.24,0.46,0.4,0.54,0.52,0.68,37.51129363449692,31.578370978781656,5.932922655715267,-7.619999999999976,-7.6200000000000045,0.0,0.8,-0.030000000000000027,1.31,0.020000000000000018,-2.09,-0.28,-0.22000000000000003,-0.09999999999999998,0
0,0,0,0,0,0,5,4.3,2.22,1.85,0.4,193.04,205.0,213.36,4.27,2.33,0.7,0.1,187.96,205.0,193.04,59,90,43,166,59,90,43,166,0,1,0,0,11,32,9,92,16,19,7,21,32,39,27,53,55,84,42,159,4,6,1,7,0,0,0,0,0.65,0.25,0.0,0.0,0.57,0.64,0.44,0.95,0.48,0.55,0.38,0.66,31.964407939767284,35.493497604380565,-3.5290896646132808,5.079999999999984,20.32000000000002,0.0,0.03000000000000025,0.08999999999999997,-0.10999999999999988,0.08999999999999997,1.1500000000000001,0.06,0.2899999999999999,0.30000000000000004,1
0,0,0,0,0,0,3,3.44,2.53,1.64,0.2,175.26,145.0,185.42,3.19,2.0,1.36,0.5,172.72,145.0,177.8,23,113,102,190,27,117,102,191,0,2,1,2,19,104,62,143,2,7,26,28,2,2,14,19,22,111,102,190,1,2,0,0,0,0,0,0,0.2,0.53,0.0,0.5,0.33,0.63,0.41,0.71,0.41,0.67,0.52,0.76,37.23203285420944,25.451060917180012,11.780971937029431,2.539999999999992,7.619999999999976,0.0,0.25,-0.07999999999999996,0.5299999999999998,-0.040000000000000036,0.2799999999999998,-0.11000000000000004,-0.050000000000000044,-0.3,0
0,0,0,0,0,0,3,3.31,4.57,3.03,0.7,162.56,115.0,160.02,2.85,3.2,1.23,0.2,162.56,115.0,160.02,40,107,25,109,41,108,26,110,0,1,0,0,36,96,19,99,1,4,3,4,3,7,3,6,37,98,17,96,3,9,8,13,0,0,0,0,0.37,0.22,0.0,0.0,0.41,0.57,0.42,0.58,0.41,0.59,0.28,0.57,30.576317590691307,33.90280629705681,-3.326488706365506,0.0,0.0,0.0,0.45999999999999996,0.0,1.37,-0.020000000000000018,1.7999999999999998,0.13999999999999996,0.010000000000000009,0.49999999999999994,1
1,0,0,0,0,0,2,3.59,2.79,1.18,0.2,187.96,205.0,198.12,4.18,2.43,0.67,1.1,190.5,205.0,195.58,30,42,14,36,38,50,17,39,0,0,0,5,11,21,4,20,8,10,8,12,11,11,2,4,23,35,9,31,4,4,5,5,3,3,0,0,0.71,0.38,0.0,0.0,0.49,0.53,0.53,0.65,0.48,0.56,0.3,0.68,36.36139630390144,34.71594798083505,1.6454483230663897,-2.539999999999992,2.539999999999992,0.0,-0.5899999999999999,0.010000000000000009,0.3599999999999999,-0.030000000000000027,0.5099999999999999,0.23000000000000004,-0.030000000000000027,-0.9000000000000001,1
0,0,1,0,0,0,1,3.85,4.31,4.44,0.5,187.96,185.0,187.96,2.74,4.19,0.0,0.0,182.88,185.0,185.42,13,24,0,7,13,24,0,7,1,1,0,0,11,22,0,7,1,1,0,0,1,1,0,0,3,6,0,7,0,0,0,0,10,18,0,0,0.54,0.0,1.0,0.0,0.51,0.49,0.4,0.58,0.25,0.56,0.0,0.2,21.623545516769337,29.544147843942504,-7.920602327173167,5.0800000000000125,2.5400000000000205,0.0,1.1099999999999999,0.26,0.11999999999999922,-0.07000000000000006,4.44,0.4,0.37999999999999995,0.5,1
0,1,0,0,0,0,1,3.52,2.94,0.52,0.1,167.64,145.0,170.18,4.35,3.64,0.59,0.4,172.72,145.0,170.18,1,14,8,20,1,14,8,20,0,0,0,0,0,11,6,15,0,0,1,2,1,3,1,3,1,14,7,19,0,0,0,0,0,0,1,1,0.07,0.4,0.0,0.0,0.35,0.64,0.2,0.73,0.42,0.57,0.75,0.56,29.83983572895277,21.590691307323752,8.249144421629019,-5.0800000000000125,0.0,0.0,-0.8299999999999996,-0.07,-0.7000000000000002,0.07000000000000006,-0.06999999999999995,-0.55,0.16999999999999993,-0.30000000000000004,0
0,0,0,0,0,0,3,3.17,1.3,1.25,0.2,177.8,170.0,187.96,1.1,3.62,1.35,0.3,187.96,170.0,190.5,21,43,4,24,56,82,48,112,2,2,2,8,13,32,1,17,8,11,2,6,0,0,1,1,13,32,3,18,7,10,1,1,1,1,0,5,0.48,0.16,1.0,0.25,0.52,0.68,0.71,0.7,0.2,0.49,0.26,0.16,22.88021902806297,32.511978097193705,-9.631759069130734,-10.159999999999997,-2.539999999999992,0.0,2.07,0.32,-2.3200000000000003,0.19000000000000006,-0.10000000000000009,0.44999999999999996,0.5399999999999999,-0.09999999999999998,0
1,0,0,0,0,0,3,3.1,2.9,0.49,0.0,170.18,135.0,172.72,5.14,3.62,0.22,0.2,170.18,135.0,167.64,49,122,33,83,66,142,39,95,0,1,1,2,30,96,26,73,11,16,3,6,8,10,4,4,28,93,25,69,17,23,7,13,4,6,1,1,0.4,0.39,0.0,0.5,0.41,0.54,0.5,0.6,0.49,0.57,0.14,0.83,31.15126625598905,27.575633127994525,3.575633127994525,0.0,5.0800000000000125,0.0,-2.0399999999999996,-0.08000000000000002,-0.7200000000000002,-0.029999999999999916,0.27,0.36,-0.22999999999999998,-0.2,1
1,0,0,0,0,0,1,3.23,4.15,1.62,0.1,185.42,185.0,190.5,3.15,5.07,1.97,1.3,193.04,205.0,193.04,11,15,2,3,13,17,2,3,0,0,0,5,11,15,0,0,0,0,1,2,0,0,1,1,5,8,2,3,2,3,0,0,4,4,0,0,0.73,0.66,0.0,0.0,0.46,0.51,0.35,0.8,0.59,0.43,0.18,0.0,32.18891170431211,30.32991101984942,1.8590006844626927,-7.6200000000000045,-2.539999999999992,-20.0,0.08000000000000007,-0.12999999999999995,-0.9199999999999999,0.08000000000000002,-0.34999999999999987,0.16999999999999998,0.8,-1.2,1
0,1,0,0,0,0,2,1.42,2.34,1.82,0.6,165.1,125.0,170.18,3.52,2.67,1.41,0.6,162.56,125.0,165.1,15,48,50,115,15,48,72,138,1,3,0,0,15,47,27,77,0,1,14,23,0,0,9,15,15,48,44,107,0,0,3,4,0,0,3,4,0.31,0.43,0.33,0.0,0.39,0.64,0.35,0.87,0.34,0.61,0.3,0.62,34.20670773442848,34.91033538672142,-0.7036276522929441,2.539999999999992,5.0800000000000125,0.0,-2.1,0.04999999999999999,-0.33000000000000007,0.030000000000000027,0.41000000000000014,0.04999999999999999,0.25,0.0,0
0,0,0,1,0,1,3,3.03,2.27,1.75,1.1,187.96,155.0,185.42,3.2,2.28,3.83,0.3,177.8,155.0,182.88,31,87,60,101,34,90,81,122,2,3,3,6,22,75,29,55,6,8,16,26,3,4,15,20,26,80,26,62,5,6,14,16,0,1,20,23,0.35,0.59,0.66,0.5,0.49,0.52,0.53,0.58,0.46,0.56,0.6,0.2,25.377138945927445,36.596851471594796,-11.219712525667351,10.159999999999997,2.539999999999992,0.0,-0.17000000000000037,0.02999999999999997,-0.009999999999999787,-0.040000000000000036,-2.08,-0.06999999999999995,0.37999999999999995,0.8,0
1,0,0,0,0,0,1,2.23,2.03,0.0,0.5,193.04,250.0,210.82,4.49,3.33,0.3,0.1,193.04,238.0,195.58,9,19,4,6,9,19,4,6,0,0,0,0,5,14,1,3,1,1,1,1,3,4,2,2,5,12,4,6,0,0,0,0,4,7,0,0,0.47,0.66,0.0,0.0,0.37,0.47,0.0,0.71,0.47,0.56,0.5,0.81,32.813141683778234,35.4113620807666,-2.598220396988367,0.0,15.23999999999998,12.0,-2.2600000000000002,-0.09999999999999998,-1.3000000000000003,-0.09000000000000008,-0.3,-0.5,-0.10000000000000009,0.4,1
0,0,0,0,0,0,1,3.34,3.72,0.0,0.0,182.88,205.0,193.04,2.4,2.43,2.11,1.5,190.5,205.0,193.04,8,22,7,13,8,23,21,28,0,0,0,1,6,20,3,6,1,1,4,7,1,1,0,0,3,17,4,8,1,1,3,5,4,4,0,0,0.36,0.53,0.0,0.0,0.47,0.45,0.0,0.85,0.49,0.49,0.26,0.55,31.696098562628336,31.586584531143053,0.10951403148528271,-7.6200000000000045,0.0,0.0,0.94,-0.020000000000000018,1.29,-0.03999999999999998,-2.11,-0.26,0.29999999999999993,-1.5,1
1,0,0,0,0,0,1,4.33,3.87,0.8,0.1,172.72,155.0,177.8,6.0,5.52,0.0,0.0,180.34,155.0,180.34,16,27,5,14,17,29,5,14,0,0,0,1,15,22,4,13,0,3,0,0,1,2,1,1,11,22,5,14,1,1,0,0,4,4,0,0,0.59,0.35,0.0,0.0,0.4,0.54,0.17,0.55,0.37,0.59,0.0,0.46,30.691307323750856,34.639288158795345,-3.94798083504449,-7.6200000000000045,-2.539999999999992,0.0,-1.67,0.030000000000000027,-1.6499999999999995,-0.04999999999999993,0.8,0.17,0.09000000000000002,0.1,1
0,0,0,0,1,0,3,1.82,2.03,2.55,1.0,185.42,170.0,182.88,2.68,2.59,0.71,1.0,182.88,170.0,185.42,3,12,22,95,74,86,36,109,3,9,0,0,3,12,13,81,0,0,7,12,0,0,2,2,2,11,16,86,0,0,1,1,1,1,5,8,0.25,0.23,0.33,0.0,0.43,0.63,0.26,0.61,0.37,0.58,0.27,0.68,41.64271047227926,29.54688569472964,12.095824777549623,2.539999999999992,-2.539999999999992,0.0,-0.8600000000000001,0.06,-0.56,0.050000000000000044,1.8399999999999999,-0.010000000000000009,-0.07000000000000006,0.0,1
0,0,0,1,0,0,3,3.0,3.28,1.99,0.7,175.26,145.0,182.88,2.76,2.76,0.0,0.9,165.1,135.0,170.18,40,120,38,123,48,129,41,127,3,3,0,1,23,90,9,80,8,17,9,18,9,13,20,25,37,117,37,122,1,1,1,1,2,2,0,0,0.33,0.3,1.0,0.0,0.39,0.58,0.56,0.71,0.32,0.65,0.0,0.0,23.90965092402464,30.310746064339494,-6.401095140314855,10.159999999999997,12.699999999999989,10.0,0.2400000000000002,0.07,0.52,-0.07000000000000006,1.99,0.56,0.71,-0.20000000000000007,1
0,0,0,2,1,0,2,2.71,3.08,1.1,0.6,165.1,115.0,160.02,4.25,1.78,2.31,1.6,160.02,125.0,167.64,7,25,21,41,18,37,67,92,0,0,2,5,4,21,16,35,3,4,4,5,0,0,1,1,4,21,10,22,2,2,4,5,1,2,7,14,0.28,0.51,0.0,0.4,0.3,0.54,0.5,0.7,0.44,0.71,0.58,0.85,28.098562628336754,25.83983572895277,2.2587268993839835,5.079999999999984,-7.619999999999976,-10.0,-1.54,-0.14,1.3,-0.16999999999999993,-1.21,-0.07999999999999996,-0.15000000000000002,-1.0,0
1,0,0,0,0,0,3,1.85,2.27,2.07,0.0,172.72,185.0,193.04,1.23,3.92,0.0,0.0,190.5,205.0,200.66,32,43,13,30,64,80,32,50,4,6,0,0,22,30,8,23,9,12,4,6,1,1,1,1,7,15,8,25,2,2,2,2,23,26,3,3,0.74,0.43,0.66,0.0,0.5,0.43,0.5,0.75,0.34,0.38,0.0,0.46,31.912388774811774,33.13347022587269,-1.2210814510609183,-17.78,-7.6200000000000045,-20.0,0.6200000000000001,0.15999999999999998,-1.65,0.04999999999999999,2.07,0.5,0.29,0.0,1
2,0,0,0,0,0,1,4.12,4.37,0.0,0.6,200.66,258.0,203.2,3.98,6.08,1.54,0.0,190.5,264.0,187.96,37,83,19,44,39,85,22,47,0,0,0,0,17,57,10,30,9,11,7,11,11,15,2,3,31,66,17,40,4,10,2,4,2,7,0,0,0.44,0.43,0.0,0.0,0.44,0.45,0.0,0.28,0.51,0.52,0.37,1.0,32.982888432580424,28.290212183436,4.692676249144423,10.159999999999997,15.23999999999998,-6.0,0.14000000000000012,-0.07,-1.71,-0.07,-1.54,-0.37,-0.72,0.6,1
0,0,0,1,2,0,3,5.54,3.22,2.81,0.0,175.26,145.0,172.72,2.67,3.56,1.25,0.4,182.88,155.0,185.42,48,79,34,73,171,218,37,78,2,6,2,2,43,72,11,45,4,6,18,22,1,1,5,6,17,32,21,49,8,14,12,22,23,33,1,2,0.6,0.46,0.33,1.0,0.56,0.6,0.39,0.55,0.43,0.43,0.27,0.45,30.809034907597535,32.602327173169066,-1.7932922655715302,-7.6200000000000045,-12.699999999999989,-10.0,2.87,0.13000000000000006,-0.33999999999999986,0.16999999999999998,1.56,0.12,0.10000000000000003,-0.4,1
0,0,0,0,0,0,3,4.14,2.58,1.08,0.7,190.5,185.0,205.74,3.3,3.24,1.62,0.0,182.88,185.0,187.96,58,117,51,84,192,253,62,97,0,3,2,4,13,61,29,57,18,26,6,11,27,30,16,16,43,100,35,64,15,17,15,19,0,0,1,1,0.49,0.6,0.0,0.5,0.56,0.56,0.45,0.51,0.41,0.62,0.45,0.83,26.625598904859686,29.52498288843258,-2.8993839835728927,7.6200000000000045,17.78,0.0,0.8399999999999999,0.15000000000000008,-0.6600000000000001,-0.05999999999999994,-0.54,0.0,-0.31999999999999995,0.7,1
0,0,0,1,0,0,3,2.75,3.53,1.33,0.7,170.18,115.0,175.26,5.4,7.22,0.0,0.3,162.56,115.0,167.64,75,100,23,40,147,194,35,56,1,5,0,0,61,83,17,33,12,15,6,7,2,2,0,0,13,23,7,21,5,5,13,16,57,72,3,3,0.75,0.57,0.2,0.0,0.39,0.46,0.37,0.68,0.44,0.58,0.0,0.83,31.67145790554415,30.365503080082135,1.3059548254620132,7.6200000000000045,7.6200000000000045,0.0,-2.6500000000000004,-0.04999999999999999,-3.69,-0.11999999999999994,1.33,0.37,-0.1499999999999999,0.39999999999999997,1
0,0,0,1,0,1,3,3.17,3.57,2.13,1.5,177.8,155.0,172.72,3.26,2.74,1.37,1.4,190.5,155.0,190.5,24,42,87,148,28,46,98,160,1,3,1,1,2,18,84,144,3,4,3,4,19,20,0,0,24,36,18,45,0,2,9,12,0,4,60,91,0.57,0.58,0.33,1.0,0.5,0.51,0.37,0.56,0.47,0.5,0.33,0.45,35.75633127994524,25.963039014373717,9.793292265571527,-12.699999999999989,-17.78,0.0,-0.08999999999999986,0.030000000000000027,0.8299999999999996,0.010000000000000009,0.7599999999999998,0.03999999999999998,0.11000000000000004,0.10000000000000009,0
0,0,0,1,0,0,3,5.58,3.83,1.67,0.5,167.64,125.0,175.26,2.85,3.39,2.14,1.2,170.18,125.0,172.72,73,126,14,107,82,135,40,136,1,3,5,12,38,84,9,96,25,32,4,9,10,10,1,2,43,88,11,100,17,20,3,6,13,18,0,1,0.57,0.13,0.33,0.41,0.49,0.65,0.45,0.57,0.36,0.45,0.28,0.57,30.357289527720738,24.35044490075291,6.00684462696783,-2.5400000000000205,2.539999999999992,0.0,2.73,0.13,0.43999999999999995,0.2,-0.4700000000000002,0.16999999999999998,0.0,-0.7,1
0,1,0,0,0,0,1,5.4,3.74,1.28,0.6,180.34,155.0,182.88,4.15,4.01,0.62,0.5,170.18,145.0,182.88,0,3,16,24,0,3,18,26,0,0,0,0,0,3,15,23,0,0,0,0,0,0,1,1,0,3,3,6,0,0,0,0,0,0,13,18,0.0,0.66,0.0,0.0,0.46,0.65,0.53,0.78,0.41,0.56,0.41,0.75,30.086242299794662,32.26557152635181,-2.179329226557151,10.159999999999997,0.0,10.0,1.25,0.050000000000000044,-0.2699999999999996,0.08999999999999997,0.66,0.12000000000000005,0.030000000000000027,0.09999999999999998,0
0,1,0,0,0,0,3,5.48,4.7,0.23,0.5,182.88,170.0,182.88,3.67,2.8,1.0,0.6,190.5,170.0,198.12,47,101,89,152,122,178,91,154,0,0,0,0,15,55,44,97,11,16,31,41,21,30,14,14,29,77,59,119,15,20,30,33,3,4,0,0,0.46,0.58,0.0,0.0,0.48,0.45,0.28,0.6,0.47,0.53,0.46,0.71,30.135523613963038,28.955509924709105,1.1800136892539328,-7.6200000000000045,-15.240000000000009,0.0,1.8100000000000005,0.010000000000000009,1.9000000000000004,-0.08000000000000002,-0.77,-0.18,-0.10999999999999999,-0.09999999999999998,0
1,0,0,0,0,1,3,3.95,3.36,1.68,0.5,170.18,145.0,180.34,3.69,4.47,0.19,0.0,170.18,155.0,185.42,71,125,33,104,92,146,65,136,1,4,1,1,52,102,21,83,12,16,10,18,7,7,2,3,44,89,21,87,6,9,5,6,21,27,7,11,0.56,0.31,0.25,1.0,0.46,0.58,0.27,0.59,0.37,0.53,0.25,0.87,27.876796714579054,30.78713210130048,-2.9103353867214246,0.0,-5.079999999999984,-10.0,0.26000000000000023,0.09000000000000002,-1.1099999999999999,0.04999999999999993,1.49,0.020000000000000018,-0.28,0.5,1
