R_KD,B_KD,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,last_round,SLpM_x,SApM_x,TD_Avg_x,Sub_Avg_x,R_Height_cms,R_Weight_lbs,R_Reach_cms,SLpM_y,SApM_y,TD_Avg_y,Sub_Avg_y,B_Height_cms,B_Weight_lbs,B_Reach_cms,R_SIG_STR_landed,R_SIG_STR_attempted,B_SIG_STR_landed,B_SIG_STR_attempted,R_TOTAL_STR_landed,R_TOTAL_STR_attempted,B_TOTAL_STR_landed,B_TOTAL_STR_attempted,R_TD_landed,R_TD_attempted,B_TD_landed,B_TD_attempted,R_HEAD_landed,R_HEAD_attempted,B_HEAD_landed,B_HEAD_attempted,R_BODY_landed,R_BODY_attempted,B_BODY_landed,B_BODY_attempted,R_LEG_landed,R_LEG_attempted,B_LEG_landed,B_LEG_attempted,R_DISTANCE_landed,R_DISTANCE_attempted,B_DISTANCE_landed,B_DISTANCE_attempted,R_CLINCH_landed,R_CLINCH_attempted,B_CLINCH_landed,B_CLINCH_attempted,R_GROUND_landed,R_GROUND_attempted,B_GROUND_landed,B_GROUND_attempted,R_SIG_STR_pct_float,B_SIG_STR_pct_float,R_TD_pct_float,B_TD_pct_float,Str_Acc_x_float,Str_Def_x_float,TD_Acc_x_float,TD_Def_x_float,Str_Acc_y_float,Str_Def_y_float,TD_Acc_y_float,TD_Def_y_float,R_age,B_age,age_diff,height_diff,reach_diff,weight_diff,slpm_diff,str_acc_diff,sapm_diff,str_def_diff,td_avg_diff,td_acc_diff,td_def_diff,sub_avg_diff,Winner_target
0,0,0,0,0,0,3,4.78,3.59,1.05,0.0,177.8,170.0,180.34,5.48,4.7,0.23,0.5,182.88,170.0,182.88,84,172,94,202,84,172,99,207,0,1,1,3,52,132,36,122,21,29,21,34,11,11,37,46,78,163,72,173,6,9,22,27,0,0,0,2,0.48,0.46,0.0,0.33,0.42,0.65,0.54,0.78,0.48,0.45,0.28,0.6,28.75564681724846,25.976728268309376,2.7789185489390853,-5.079999999999984,-2.539999999999992,0.0,-0.7000000000000002,-0.06,-1.1100000000000003,0.2,0.8200000000000001,0.26,0.18000000000000005,-0.5,1
0,0,1,0,0,0,2,4.18,4.18,0.94,0.8,167.64,135.0,172.72,6.65,4.0,0.38,0.0,165.1,135.0,167.64,34,99,65,130,40,106,76,141,1,3,0,0,18,77,37,90,7,11,8,12,9,11,20,28,29,91,47,111,5,8,11,12,0,0,7,7,0.34,0.5,0.33,0.0,0.47,0.55,0.4,0.34,0.46,0.62,0.57,0.81,30.55441478439425,29.593429158110883,0.9609856262833674,2.539999999999992,5.0800000000000125,0.0,-2.4700000000000006,0.009999999999999953,0.17999999999999972,-0.06999999999999995,0.5599999999999999,-0.16999999999999993,-0.47000000000000003,0.8,1
0,0,0,1,0,0,3,3.66,2.62,1.94,0.0,185.42,170.0,187.96,3.2,2.37,0.0,0.3,177.8,170.0,177.8,36,64,17,62,64,97,29,75,6,6,0,0,26,50,4,39,7,10,5,8,3,4,8,15,12,27,14,52,5,7,3,10,19,30,0,0,0.56,0.27,1.0,0.0,0.51,0.66,0.76,0.73,0.49,0.44,0.0,0.32,33.87268993839836,39.20602327173169,-5.333333333333329,7.619999999999976,10.159999999999997,0.0,0.45999999999999996,0.020000000000000018,0.25,0.22000000000000003,1.94,0.76,0.41,-0.3,1
0,0,1,1,0,0,3,2.85,3.2,1.23,0.2,162.56,115.0,160.02,2.92,1.4,2.15,0.9,157.48,115.0,162.56,18,52,27,65,131,171,50,92,2,4,2,5,15,48,15,50,2,2,9,10,1,2,3,5,11,42,9,43,3,6,12,14,4,4,6,8,0.34,0.41,0.5,0.4,0.41,0.59,0.28,0.57,0.52,0.55,0.41,0.33,29.7056810403833,27.3347022587269,2.370978781656401,5.0800000000000125,-2.539999999999992,0.0,-0.06999999999999984,-0.11000000000000004,1.8000000000000003,0.039999999999999925,-0.9199999999999999,-0.12999999999999995,0.23999999999999994,-0.7,1
0,0,3,1,1,0,3,2.73,2.99,1.69,1.9,172.72,155.0,180.34,4.0,2.72,2.03,1.0,177.8,155.0,182.88,11,27,27,54,24,43,55,86,0,0,2,4,4,19,17,37,1,1,7,12,6,7,3,5,6,22,10,28,5,5,10,16,0,0,7,10,0.4,0.5,0.0,0.5,0.4,0.59,0.43,0.46,0.49,0.59,0.32,0.81,31.633127994524298,25.949349760438057,5.68377823408624,-5.0800000000000125,-2.539999999999992,0.0,-1.27,-0.08999999999999997,0.27,0.0,-0.33999999999999986,0.10999999999999999,-0.35000000000000003,0.8999999999999999,0
0,0,1,0,0,0,1,2.53,2.85,2.55,1.4,185.42,185.0,182.88,3.57,2.96,0.27,0.5,187.96,185.0,190.5,6,9,7,14,10,13,7,14,1,1,0,0,2,4,2,8,4,5,0,1,0,0,5,5,5,8,7,14,0,0,0,0,1,1,0,0,0.66,0.5,1.0,0.0,0.46,0.62,0.39,0.6,0.44,0.56,0.19,0.57,35.36208076659822,28.407939767282684,6.954140999315534,-2.5400000000000205,-7.6200000000000045,0.0,-1.04,0.020000000000000018,-0.10999999999999988,0.05999999999999994,2.28,0.2,0.030000000000000027,0.8999999999999999,1
1,0,0,0,0,0,1,2.68,3.03,1.19,0.6,190.5,205.0,203.2,4.26,3.35,4.49,0.1,187.96,205.0,193.04,18,41,14,23,18,41,15,27,0,1,1,3,13,33,8,17,5,8,1,1,0,0,5,5,11,32,5,14,0,2,5,5,7,7,4,4,0.43,0.6,0.0,0.33,0.46,0.45,0.4,0.66,0.5,0.55,0.41,0.28,32.02737850787132,34.417522245037645,-2.3901437371663263,2.539999999999992,10.159999999999997,0.0,-1.5799999999999996,-0.03999999999999998,-0.3200000000000003,-0.10000000000000003,-3.3000000000000003,-0.009999999999999953,0.38,0.5,1
0,0,0,1,0,0,3,3.37,3.27,1.46,0.1,170.18,135.0,175.26,4.84,2.2,1.77,0.9,170.18,135.0,180.34,13,42,32,54,19,49,60,84,0,1,3,15,6,30,8,28,6,10,12,12,1,2,12,14,7,34,13,32,6,8,19,22,0,0,0,0,0.3,0.59,0.0,0.2,0.37,0.57,0.57,0.7,0.49,0.63,0.24,0.41,31.33744010951403,25.713894592744694,5.623545516769337,0.0,-5.0800000000000125,0.0,-1.4699999999999998,-0.12,1.0699999999999998,-0.06000000000000005,-0.31000000000000005,0.32999999999999996,0.29,-0.8,0
0,0,0,2,0,0,2,2.59,1.57,1.21,0.4,185.42,185.0,187.96,4.18,2.43,0.67,1.1,190.5,205.0,195.58,13,27,23,44,19,33,39,63,0,0,1,1,7,20,14,34,0,1,4,4,6,6,5,6,12,25,11,23,0,0,1,1,1,2,11,20,0.48,0.52,0.0,1.0,0.53,0.61,0.65,0.75,0.48,0.56,0.3,0.68,36.884325804243666,30.49965776865161,6.384668035592057,-5.0800000000000125,-7.6200000000000045,-20.0,-1.5899999999999999,0.050000000000000044,-0.8600000000000001,0.04999999999999993,0.5399999999999999,0.35000000000000003,0.06999999999999995,-0.7000000000000001,0
0,0,0,3,0,0,3,4.64,3.64,1.09,0.5,172.72,145.0,177.8,7.26,4.58,0.21,0.3,180.34,145.0,175.26,56,136,82,198,58,138,86,202,0,3,0,0,29,98,51,163,10,15,24,28,17,23,7,7,54,133,73,185,2,2,4,5,0,1,5,8,0.41,0.41,0.0,0.0,0.5,0.6,0.51,0.6,0.46,0.6,0.71,0.84,31.457905544147845,23.370294318959616,8.08761122518823,-7.6200000000000045,2.5400000000000205,0.0,-2.62,0.03999999999999998,-0.94,0.0,0.8800000000000001,-0.19999999999999996,-0.24,0.2,0
0,0,0,0,0,0,3,4.43,2.22,4.89,0.0,190.5,205.0,200.66,4.39,5.48,0.46,0.0,190.5,230.0,193.04,111,279,70,168,113,281,70,168,0,4,0,0,97,256,37,129,11,20,3,5,3,3,30,34,108,270,69,163,3,9,1,5,0,0,0,0,0.39,0.41,0.0,0.0,0.46,0.59,0.5,0.83,0.43,0.55,0.23,0.83,25.568788501026695,29.66461327857632,-4.095824777549623,0.0,7.6200000000000045,-25.0,0.040000000000000036,0.030000000000000027,-3.2600000000000002,0.039999999999999925,4.43,0.27,0.0,0.0,0
0,0,1,0,1,2,3,3.63,4.84,1.18,0.9,162.56,115.0,165.1,3.35,2.62,1.27,1.0,162.56,115.0,165.1,28,47,67,92,44,67,199,241,0,4,2,5,12,24,45,67,14,20,14,17,2,3,8,8,8,20,8,15,18,24,22,27,2,3,37,50,0.59,0.72,0.0,0.4,0.36,0.49,0.3,0.72,0.52,0.42,0.33,0.34,30.579055441478438,21.062286105407257,9.516769336071182,0.0,0.0,0.0,0.2799999999999998,-0.16000000000000003,2.2199999999999998,0.07,-0.09000000000000008,-0.030000000000000027,0.37999999999999995,-0.09999999999999998,0
0,0,0,0,0,0,3,2.03,2.57,1.93,0.0,182.88,185.0,193.04,2.25,2.82,2.64,0.0,177.8,185.0,182.88,37,140,44,138,48,154,65,162,3,3,3,12,36,139,37,130,1,1,6,6,0,0,1,2,35,134,33,124,2,6,6,8,0,0,5,6,0.26,0.31,1.0,0.25,0.32,0.6,0.83,0.63,0.32,0.65,0.23,0.16,31.73990417522245,27.60848733744011,4.131416837782339,5.079999999999984,10.159999999999997,0.0,-0.2200000000000002,0.0,-0.25,-0.050000000000000044,-0.7100000000000002,0.6,0.47,0.0,0
0,1,0,1,0,0,3,3.53,2.42,1.37,0.7,182.88,170.0,185.42,5.16,3.58,0.92,0.2,187.96,170.0,190.5,39,164,48,130,43,169,69,151,0,5,2,2,27,134,28,89,9,25,12,32,3,5,8,9,34,153,30,100,5,11,9,14,0,0,9,16,0.23,0.36,0.0,1.0,0.39,0.57,0.2,0.38,0.48,0.61,0.41,0.64,34.09719370294319,31.156741957563312,2.9404517453798746,-5.0800000000000125,-5.0800000000000125,0.0,-1.6300000000000003,-0.08999999999999997,-1.1600000000000001,-0.040000000000000036,0.45000000000000007,-0.20999999999999996,-0.26,0.49999999999999994,0
0,0,0,0,0,1,1,2.94,3.38,3.21,0.6,170.18,145.0,162.56,3.47,3.5,5.2,1.4,175.26,145.0,180.34,12,24,11,18,25,39,17,24,2,3,1,3,8,17,5,11,3,4,6,7,1,3,0,0,2,9,4,7,6,6,7,11,4,9,0,0,0.5,0.61,0.66,0.33,0.47,0.62,0.68,0.8,0.57,0.57,0.44,0.61,27.89322381930185,27.857631759069132,0.035592060232715994,-5.079999999999984,-17.78,0.0,-0.5300000000000002,-0.09999999999999998,-0.1200000000000001,0.050000000000000044,-1.9900000000000002,0.24000000000000005,0.19000000000000006,-0.7999999999999999,1
0,0,0,1,0,0,1,6.59,4.4,1.8,0.5,167.64,125.0,165.1,4.09,4.15,0.56,0.4,170.18,125.0,170.18,11,24,12,32,13,26,12,32,0,0,0,0,3,12,11,30,2,4,1,2,6,8,0,0,10,22,12,32,1,2,0,0,0,0,0,0,0.45,0.37,0.0,0.0,0.49,0.53,0.55,0.58,0.31,0.53,0.18,0.47,29.297741273100616,23.589322381930184,5.708418891170432,-2.5400000000000205,-5.0800000000000125,0.0,2.5,0.18,0.25,0.0,1.24,0.37000000000000005,0.10999999999999999,0.09999999999999998,0
0,0,0,0,0,0,3,3.43,3.97,0.53,0.4,185.42,205.0,200.66,3.59,2.79,1.18,0.2,187.96,205.0,198.12,43,86,44,106,81,130,58,120,0,2,0,3,15,46,25,77,16,25,17,26,12,15,2,3,30,69,33,90,13,17,11,16,0,0,0,0,0.5,0.41,0.0,0.0,0.54,0.49,0.18,0.7,0.49,0.53,0.53,0.65,35.14305270362765,32.12594113620808,3.017111567419576,-2.5400000000000205,2.539999999999992,0.0,-0.1599999999999997,0.050000000000000044,1.1800000000000002,-0.040000000000000036,-0.6499999999999999,-0.35000000000000003,0.04999999999999993,0.2,1
0,0,1,3,1,1,3,1.86,3.1,2.64,0.6,165.1,135.0,177.8,1.43,1.62,1.06,1.4,175.26,145.0,180.34,14,23,17,25,16,25,70,82,1,2,2,2,8,14,4,11,3,6,1,1,3,3,12,13,8,17,9,16,1,1,1,1,5,5,7,8,0.6,0.68,0.5,1.0,0.36,0.52,0.35,0.43,0.41,0.64,0.2,0.18,25.136208076659823,34.17932922655715,-9.043121149897328,-10.159999999999997,-2.539999999999992,-10.0,0.43000000000000016,-0.04999999999999999,1.48,-0.12,1.58,0.14999999999999997,0.25,-0.7999999999999999,0
0,0,0,0,0,0,3,1.67,2.22,1.0,0.0,182.88,170.0,185.42,2.26,3.73,3.23,0.0,185.42,170.0,180.34,30,60,17,45,77,113,38,70,3,4,3,11,15,40,6,24,14,19,10,19,1,1,1,2,8,32,3,15,16,20,14,30,6,8,0,0,0.5,0.37,0.75,0.27,0.33,0.53,0.37,0.7,0.4,0.37,0.37,0.14,26.168377823408623,30.639288158795345,-4.470910335386723,-2.539999999999992,5.079999999999984,0.0,-0.5899999999999999,-0.07,-1.5099999999999998,0.16000000000000003,-2.23,0.0,0.5599999999999999,0.0,1
0,0,0,2,0,0,3,2.2,1.35,7.08,0.0,182.88,170.0,190.5,3.56,2.94,1.15,0.9,185.42,185.0,182.88,41,53,13,21,116,132,51,59,10,11,0,4,12,23,2,10,22,23,3,3,7,7,8,8,4,10,2,10,37,39,11,11,0,4,0,0,0.77,0.61,0.9,0.0,0.69,0.53,0.69,0.8,0.54,0.45,0.22,0.34,28.958247775496236,32.60780287474333,-3.6495550992470918,-2.539999999999992,7.6200000000000045,-15.0,-1.3599999999999999,0.1499999999999999,-1.5899999999999999,0.08000000000000002,5.93,0.47,0.46,-0.9,1
0,0,0,0,0,1,3,2.42,3.73,1.2,0.4,182.88,170.0,182.88,2.6,2.98,0.0,0.0,180.34,155.0,185.42,51,82,47,111,51,82,50,114,2,3,0,0,40,69,33,95,8,8,5,6,3,5,9,10,50,80,46,110,0,0,0,0,1,2,1,1,0.62,0.42,0.66,0.0,0.42,0.59,0.38,0.75,0.34,0.54,0.0,0.6,32.71731690622861,27.652292950034223,5.065023956194388,2.539999999999992,-2.539999999999992,15.0,-0.18000000000000016,0.07999999999999996,0.75,0.04999999999999993,1.2,0.38,0.15000000000000002,0.4,1
0,1,0,0,0,0,1,3.08,3.14,0.89,0.8,190.5,170.0,190.5,2.56,2.03,1.35,0.4,187.96,170.0,187.96,0,4,3,3,0,4,3,3,0,0,0,0,0,3,3,3,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,2,2,0.0,1.0,0.0,0.0,0.31,0.51,0.16,0.48,0.47,0.55,0.3,0.7,33.45653661875428,23.627652292950035,9.828884325804243,2.539999999999992,2.539999999999992,0.0,0.52,-0.15999999999999998,1.1100000000000003,-0.040000000000000036,-0.4600000000000001,-0.13999999999999999,-0.21999999999999997,0.4,0
0,0,1,0,0,0,3,2.12,2.94,2.8,1.1,187.96,242.0,193.04,2.11,1.89,0.19,0.3,187.96,230.0,185.42,19,47,21,46,46,75,32,59,2,7,0,1,16,42,20,44,2,3,1,2,1,2,0,0,4,20,2,19,3,5,3,6,12,22,16,21,0.4,0.45,0.28,0.0,0.45,0.57,0.39,0.66,0.5,0.63,0.4,0.78,35.898699520876114,40.58316221765914,-4.684462696783022,0.0,7.6200000000000045,12.0,0.010000000000000231,-0.04999999999999999,1.05,-0.06000000000000005,2.61,-0.010000000000000009,-0.12,0.8,0
0,0,0,0,0,0,3,3.09,3.29,0.56,0.1,182.88,247.0,187.96,3.91,3.02,2.62,0.0,195.58,260.0,193.04,36,44,83,100,81,91,113,131,1,3,3,4,16,23,29,44,17,18,51,53,3,3,3,3,3,5,3,12,27,33,44,47,6,6,36,41,0.81,0.83,0.33,0.75,0.57,0.47,0.26,0.68,0.65,0.45,0.42,0.78,32.610540725530456,34.98973305954826,-2.3791923340178016,-12.700000000000017,-5.079999999999984,-13.0,-0.8200000000000003,-0.08000000000000007,0.27,0.019999999999999962,-2.06,-0.15999999999999998,-0.09999999999999998,0.1,0
0,0,0,0,0,0,3,4.2,3.0,1.57,0.4,180.34,170.0,187.96,4.06,4.44,0.64,0.2,177.8,155.0,177.8,83,170,55,153,86,173,55,153,0,0,0,9,62,146,18,107,10,11,11,18,11,13,26,28,77,155,54,150,1,6,1,3,5,9,0,0,0.48,0.35,0.0,0.0,0.47,0.65,0.59,0.77,0.4,0.61,0.18,0.74,30.390143737166323,27.928815879534564,2.4613278576317583,2.539999999999992,10.159999999999997,15.0,0.14000000000000057,0.06999999999999995,-1.4400000000000004,0.040000000000000036,0.93,0.41,0.030000000000000027,0.2,0
2,0,0,0,0,0,1,2.78,2.35,4.13,0.3,167.64,145.0,167.64,3.13,2.87,1.84,0.9,172.72,145.0,180.34,27,32,8,22,32,37,8,22,0,0,0,0,24,28,2,16,0,0,0,0,3,4,6,6,5,7,8,22,5,7,0,0,17,18,0,0,0.84,0.36,0.0,0.0,0.49,0.67,0.55,1.0,0.47,0.57,0.33,0.46,29.924709103353866,32.87063655030801,-2.9459274469541405,-5.0800000000000125,-12.700000000000017,0.0,-0.3500000000000001,0.020000000000000018,-0.52,0.10000000000000009,2.29,0.22000000000000003,0.54,-0.6000000000000001,1
0,1,0,0,0,0,3,1.92,2.64,2.91,0.7,175.26,155.0,177.8,1.74,2.41,1.66,0.1,190.5,155.0,187.96,21,55,31,72,27,61,46,92,2,17,2,5,16,41,21,59,3,12,9,11,2,2,1,2,18,48,15,49,3,7,8,12,0,0,8,11,0.38,0.43,0.11,0.4,0.32,0.66,0.47,0.81,0.47,0.58,0.35,0.72,35.90417522245038,30.71047227926078,5.193702943189596,-15.240000000000009,-10.159999999999997,0.0,0.17999999999999994,-0.14999999999999997,0.22999999999999998,0.08000000000000007,1.2500000000000002,0.12,0.09000000000000008,0.6,0
0,0,0,0,0,0,3,1.89,1.71,3.6,0.9,185.42,170.0,190.5,2.35,3.27,0.64,0.4,177.8,155.0,185.42,59,128,65,120,98,173,81,141,4,7,0,4,48,113,36,85,9,13,14,17,2,2,15,18,41,107,52,105,7,9,13,15,11,12,0,0,0.46,0.54,0.57,0.0,0.4,0.54,0.52,0.68,0.34,0.47,0.15,0.5,27.32375085557837,29.357973990417523,-2.034223134839152,7.619999999999976,5.0800000000000125,15.0,-0.4600000000000002,0.06,-1.56,0.07000000000000006,2.96,0.37,0.18000000000000005,0.5,1
0,0,1,0,0,0,3,2.44,2.57,3.36,0.7,170.18,155.0,177.8,3.76,2.97,0.59,0.0,172.72,145.0,180.34,27,64,24,84,44,85,41,103,6,11,0,0,4,40,13,71,8,8,2,3,15,16,9,10,6,42,20,72,11,12,4,12,10,10,0,0,0.42,0.28,0.54,0.0,0.34,0.63,0.38,0.68,0.44,0.53,0.66,0.65,33.319644079397676,29.05681040383299,4.262833675564686,-2.539999999999992,-2.539999999999992,10.0,-1.3199999999999998,-0.09999999999999998,-0.40000000000000036,0.09999999999999998,2.77,-0.28,0.030000000000000027,0.7,1
2,0,0,0,0,0,1,5.59,4.17,1.47,1.3,175.26,155.0,182.88,4.85,3.26,0.89,0.9,175.26,155.0,187.96,24,50,20,56,29,56,20,56,0,0,0,2,20,45,12,46,1,2,5,7,3,3,3,3,20,41,16,52,1,2,4,4,3,7,0,0,0.48,0.35,0.0,0.0,0.5,0.54,0.36,0.61,0.37,0.58,0.26,0.68,26.203969883641342,30.206707734428473,-4.002737850787131,0.0,-5.0800000000000125,0.0,0.7400000000000002,0.13,0.9100000000000001,-0.039999999999999925,0.58,0.09999999999999998,-0.07000000000000006,0.4,1
0,0,0,0,0,0,1,2.45,2.45,1.23,0.2,190.5,235.0,193.04,3.43,3.08,1.09,0.0,190.5,265.0,195.58,9,25,22,59,11,27,33,72,0,1,1,2,5,19,14,44,0,1,1,6,4,5,7,9,9,22,3,29,0,3,8,12,0,0,11,18,0.36,0.37,0.0,0.5,0.44,0.58,0.24,0.47,0.45,0.44,0.24,0.69,33.58521560574949,30.05886379192334,3.5263518138261496,0.0,-2.5400000000000205,-30.0,-0.98,-0.010000000000000009,-0.6299999999999999,0.13999999999999996,0.1399999999999999,0.0,-0.21999999999999997,0.2,0
0,0,0,0,0,0,3,2.78,2.51,2.57,0.3,167.64,125.0,167.64,3.8,3.82,1.18,0.1,165.1,125.0,170.18,38,66,46,102,149,189,67,127,2,8,2,9,19,43,6,59,8,12,2,2,11,11,38,41,24,50,12,65,13,15,29,32,1,1,5,5,0.57,0.45,0.25,0.22,0.54,0.61,0.51,0.65,0.38,0.63,0.37,0.7,31.121149897330596,31.68788501026694,-0.5667351129363425,2.539999999999992,-2.5400000000000205,0.0,-1.02,0.16000000000000003,-1.31,-0.020000000000000018,1.39,0.14,-0.04999999999999993,0.19999999999999998,1
0,0,1,0,0,0,2,2.65,2.77,1.07,0.3,182.88,155.0,190.5,2.68,2.59,0.71,1.0,182.88,170.0,185.42,12,39,14,36,16,43,24,46,1,2,0,3,6,25,8,30,0,3,1,1,6,11,5,5,12,39,14,36,0,0,0,0,0,0,0,0,0.3,0.38,0.5,0.0,0.44,0.58,0.29,0.89,0.37,0.58,0.27,0.68,35.121149897330596,25.27310061601643,9.848049281314168,0.0,5.0800000000000125,-15.0,-0.03000000000000025,0.07,0.18000000000000016,0.0,0.3600000000000001,0.019999999999999962,0.20999999999999996,-0.7,1
0,0,1,0,0,0,1,2.32,3.23,0.37,1.5,170.18,145.0,185.42,3.73,3.9,2.5,0.2,180.34,145.0,187.96,1,4,1,6,5,8,3,9,0,2,0,0,0,3,0,4,0,0,1,2,1,1,0,0,1,4,0,4,0,0,1,2,0,0,0,0,0.25,0.16,0.0,0.0,0.38,0.47,0.07,0.35,0.36,0.52,0.49,0.64,27.718001368925393,24.736481861738536,2.9815195071868565,-10.159999999999997,-2.5400000000000205,0.0,-1.4100000000000001,0.020000000000000018,-0.6699999999999999,-0.050000000000000044,-2.13,-0.42,-0.29000000000000004,1.3,1
0,0,2,0,0,0,3,3.22,3.04,2.08,0.7,177.8,170.0,180.34,2.87,2.18,2.41,0.6,180.34,170.0,193.04,17,44,29,76,37,69,31,80,2,5,0,0,8,32,22,67,5,6,3,4,4,6,4,5,10,37,26,70,3,3,3,6,4,4,0,0,0.38,0.38,0.4,0.0,0.45,0.54,0.35,0.5,0.5,0.48,0.37,0.63,28.66803559206023,27.077344284736483,1.5906913073237483,-2.539999999999992,-12.699999999999989,0.0,0.3500000000000001,-0.04999999999999999,0.8599999999999999,0.06000000000000005,-0.33000000000000007,-0.020000000000000018,-0.13,0.09999999999999998,1
0,0,0,0,0,0,3,3.11,2.56,1.09,0.6,175.26,155.0,177.8,2.32,4.01,1.07,0.4,177.8,155.0,180.34,39,115,34,74,91,169,82,127,3,3,0,0,29,102,17,51,6,7,7,11,4,6,10,12,19,70,28,66,3,5,1,1,17,40,5,7,0.33,0.45,1.0,0.0,0.44,0.6,0.46,0.61,0.45,0.56,1.0,0.33,36.57221081451061,32.18069815195072,4.39151266255989,-2.5400000000000205,-2.539999999999992,0.0,0.79,-0.010000000000000009,-1.4499999999999997,0.039999999999999925,0.020000000000000018,-0.54,0.27999999999999997,0.19999999999999996,1
0,0,2,0,0,0,5,1.82,2.03,2.55,1.0,185.42,170.0,182.88,2.89,1.86,2.13,0.2,185.42,170.0,187.96,36,69,25,91,76,121,54,121,5,14,0,0,32,65,8,60,3,3,5,15,1,1,12,16,12,39,24,88,0,0,0,0,24,30,1,3,0.52,0.27,0.35,0.0,0.43,0.63,0.26,0.61,0.4,0.63,0.44,0.58,37.36892539356605,31.468856947296374,5.900068446269678,0.0,-5.0800000000000125,0.0,-1.07,0.02999999999999997,0.1699999999999997,0.0,0.41999999999999993,-0.18,0.030000000000000027,0.8,1
1,0,0,0,0,0,1,4.65,2.91,0.0,0.0,182.88,145.0,187.96,2.64,2.47,1.88,0.8,172.72,145.0,167.64,5,7,1,4,5,7,1,4,0,0,0,0,4,5,0,2,1,2,0,0,0,0,1,2,4,6,1,4,0,0,0,0,1,1,0,0,0.71,0.25,0.0,0.0,0.44,0.58,0.0,0.5,0.4,0.61,0.75,0.76,30.42299794661191,33.385352498288846,-2.9623545516769347,10.159999999999997,20.32000000000002,0.0,2.0100000000000002,0.03999999999999998,0.43999999999999995,-0.030000000000000027,-1.88,-0.75,-0.26,-0.8,1
0,0,1,0,0,0,1,2.5,4.18,0.85,1.4,182.88,170.0,187.96,1.79,2.27,2.46,0.4,177.8,170.0,185.42,14,32,4,21,16,34,7,24,0,1,0,3,8,22,4,20,5,8,0,1,1,2,0,0,9,26,3,20,1,1,1,1,4,5,0,0,0.43,0.19,0.0,0.0,0.48,0.49,0.35,0.56,0.36,0.63,0.48,0.64,30.746064339493497,37.30321697467488,-6.557152635181385,5.079999999999984,2.5400000000000205,0.0,0.71,0.12,1.9099999999999997,-0.14,-1.6099999999999999,-0.13,-0.07999999999999996,0.9999999999999999,1
0,0,0,0,0,0,3,3.49,3.99,3.83,0.3,175.26,185.0,175.26,3.69,2.67,1.56,1.4,182.88,170.0,190.5,36,67,23,49,85,124,39,66,9,10,0,0,27,57,16,40,5,5,7,9,4,5,0,0,20,37,12,37,1,4,9,10,15,26,2,2,0.53,0.46,0.9,0.0,0.45,0.53,0.46,0.63,0.54,0.55,0.44,0.63,31.50171115674196,34.171115674195754,-2.6694045174537955,-7.6200000000000045,-15.240000000000009,15.0,-0.19999999999999973,-0.09000000000000002,1.3200000000000003,-0.020000000000000018,2.27,0.020000000000000018,0.0,-1.0999999999999999,1
0,0,0,0,0,0,2,2.29,2.85,3.44,0.3,154.94,115.0,160.02,6.3,3.08,0.28,0.1,167.64,115.0,165.1,4,22,53,105,6,24,55,107,1,17,0,0,3,19,50,101,1,2,3,4,0,1,0,0,2,19,32,75,2,3,16,25,0,0,5,5,0.18,0.5,0.05,0.0,0.42,0.53,0.35,0.48,0.48,0.64,0.62,0.81,27.42505133470226,27.57015742642026,-0.1451060917179987,-12.699999999999989,-5.079999999999984,0.0,-4.01,-0.06,-0.22999999999999998,-0.10999999999999999,3.16,-0.27,-0.33000000000000007,0.19999999999999998,0
1,0,0,0,0,0,2,3.68,4.09,0.74,0.0,172.72,155.0,175.26,4.17,4.08,0.63,0.1,175.26,155.0,177.8,25,75,23,111,25,75,23,111,0,0,0,1,16,59,12,91,5,11,8,16,4,5,3,4,23,73,22,110,0,0,1,1,2,2,0,0,0.33,0.2,0.0,0.0,0.4,0.62,0.35,0.75,0.28,0.57,0.38,0.77,30.46132785763176,30.888432580424368,-0.4271047227926097,-2.539999999999992,-2.5400000000000205,0.0,-0.48999999999999977,0.12,0.009999999999999787,0.050000000000000044,0.10999999999999999,-0.030000000000000027,-0.020000000000000018,-0.1,1
0,0,0,1,0,0,3,3.35,2.23,1.11,0.8,160.02,125.0,162.56,3.92,2.77,2.12,0.2,162.56,135.0,162.56,22,71,50,93,41,92,111,162,0,0,6,7,11,50,28,62,10,17,21,29,1,4,1,2,17,60,19,52,5,11,12,17,0,0,19,24,0.3,0.53,0.0,0.85,0.43,0.61,0.39,0.57,0.45,0.65,0.33,0.93,33.79603011635866,28.09034907597536,5.705681040383297,-2.539999999999992,0.0,-10.0,-0.5699999999999998,-0.020000000000000018,-0.54,-0.040000000000000036,-1.01,0.06,-0.3600000000000001,0.6000000000000001,0
1,0,0,0,0,0,3,2.18,4.79,1.14,0.1,182.88,263.0,185.42,3.67,2.44,1.42,0.8,193.04,265.0,203.2,23,77,62,84,23,77,62,84,0,4,0,2,18,68,18,29,4,6,24,33,1,3,20,22,14,60,59,80,9,15,2,3,0,2,1,1,0.29,0.73,0.0,0.0,0.36,0.46,0.27,0.65,0.64,0.57,0.55,0.73,38.729637234770706,34.822724161533195,3.9069130732375115,-10.159999999999997,-17.78,-2.0,-1.4899999999999998,-0.28,2.35,-0.10999999999999993,-0.28,-0.28,-0.07999999999999996,-0.7000000000000001,0
